date,region,category,commodity,unit,price_php,ma_7_day,ma_30_day,volatility_30_day,momentum_pct,change_7d_pct,change_30d_pct
2026-01-24,Region I (Ilocos Region),Meat,Beef Rump,kg,455.67,452.83571428571435,438.4193333333333,14.236907823253482,3.29,3.94,4.52
2026-01-25,Region I (Ilocos Region),Meat,Beef Rump,kg,478.63,457.18,439.93233333333336,15.973462838641822,3.92,6.78,10.48
2026-01-26,Region I (Ilocos Region),Meat,Beef Rump,kg,442.93,454.52571428571434,440.78000000000003,15.406687083748787,3.12,-4.03,6.09
2026-01-27,Region I (Ilocos Region),Meat,Beef Rump,kg,440.84,455.81,440.53066666666666,15.340841575020749,3.47,2.08,-1.67
2026-01-28,Region I (Ilocos Region),Meat,Beef Rump,kg,420.98,450.4985714285714,440.519,15.356072672758307,2.27,-8.12,-0.08
2026-01-29,Region I (Ilocos Region),Meat,Beef Rump,kg,442.97,446.15000000000003,440.78799999999995,15.324899144630722,1.22,-6.43,1.86
2026-01-30,Region I (Ilocos Region),Meat,Beef Rump,kg,464.31,449.4757142857143,442.5606666666667,14.844179849432528,1.56,5.28,12.94
2026-01-31,Region I (Ilocos Region),Meat,Beef Rump,kg,490.74,454.4857142857143,444.89833333333337,16.677071206389577,2.15,7.7,16.67
2026-02-01,Region I (Ilocos Region),Meat,Beef Rump,kg,452.67,450.7771428571429,444.8813333333334,16.668595856162923,1.33,-5.42,-0.11
2026-02-02,Region I (Ilocos Region),Meat,Beef Rump,kg,426.77,448.4685714285714,444.15233333333333,16.97398632051986,0.97,-3.65,-4.87
2026-02-03,Region I (Ilocos Region),Meat,Beef Rump,kg,425.97,446.3442857142857,443.87,17.209907531459287,0.56,-3.37,-1.95
2026-02-04,Region I (Ilocos Region),Meat,Beef Rump,kg,445.88,449.90142857142865,444.1406666666666,17.174316014756233,1.3,5.91,1.85
2026-02-05,Region I (Ilocos Region),Meat,Beef Rump,kg,468.84,453.59714285714284,445.87833333333333,16.938822799005,1.73,5.84,12.51
2026-02-06,Region I (Ilocos Region),Meat,Beef Rump,kg,469.14,454.2871428571429,447.094,17.263772632806564,1.61,1.04,8.43
2026-02-07,Region I (Ilocos Region),Meat,Beef Rump,kg,469.06,451.19,448.0563333333333,17.665625003990336,0.7,-4.42,6.56
2026-02-08,Region I (Ilocos Region),Meat,Beef Rump,kg,475.91,454.50999999999993,449.22100000000006,18.32190329482248,1.18,5.13,7.92
2026-02-09,Region I (Ilocos Region),Meat,Beef Rump,kg,442.73,456.79,449.405,18.22458111717663,1.64,3.74,1.26
2026-02-10,Region I (Ilocos Region),Meat,Beef Rump,kg,448.16,459.96000000000004,449.51733333333334,18.20553021954351,2.32,5.21,0.76
2026-02-11,Region I (Ilocos Region),Meat,Beef Rump,kg,443.39,459.6042857142857,449.756,18.071773303824582,2.19,-0.56,1.64
2026-02-12,Region I (Ilocos Region),Meat,Beef Rump,kg,453.89,457.46857142857147,450.659,17.554575462117327,1.51,-3.19,6.35
2026-02-13,Region I (Ilocos Region),Meat,Beef Rump,kg,451.67,454.97285714285715,451.65933333333334,16.678285063029637,0.73,-3.72,7.12
2026-02-14,Region I (Ilocos Region),Meat,Beef Rump,kg,462.43,454.0257142857143,452.325,16.696971385502078,0.38,-1.41,4.51
2026-02-15,Region I (Ilocos Region),Meat,Beef Rump,kg,462.4,452.0957142857143,452.95200000000006,16.710814462497012,-0.19,-2.84,4.24
2026-02-16,Region I (Ilocos Region),Meat,Beef Rump,kg,451.01,453.2785714285714,453.37233333333336,16.489284437608777,-0.02,1.87,2.88
2026-02-17,Region I (Ilocos Region),Meat,Beef Rump,kg,449.61,453.4857142857143,453.41866666666664,16.476255377493,0.01,0.32,0.31
2026-02-18,Region I (Ilocos Region),Meat,Beef Rump,kg,459.13,455.7342857142857,453.33933333333334,16.441645595409746,0.53,3.55,-0.52
2026-02-19,Region I (Ilocos Region),Meat,Beef Rump,kg,477.19,459.0628571428571,454.8506666666666,16.48200961410772,0.93,5.13,10.5
2026-02-20,Region I (Ilocos Region),Meat,Beef Rump,kg,485.4,463.88142857142856,455.75866666666667,17.395618499740234,1.78,7.47,5.95
2026-02-21,Region I (Ilocos Region),Meat,Beef Rump,kg,480.5,466.46285714285716,455.995,17.689376463153565,2.3,3.91,1.5
2026-02-22,Region I (Ilocos Region),Meat,Beef Rump,kg,450.24,464.7257142857143,456.302,17.499604409321872,1.85,-2.63,2.09
2025-12-25,Region I (Ilocos Region),Vegetables,Bell Pepper (Green),kg,141.04,141.04,141.04,,0.0,,
2025-12-26,Region I (Ilocos Region),Vegetables,Bell Pepper (Green),kg,132.22,136.63,136.63,,0.0,,
2025-12-27,Region I (Ilocos Region),Vegetables,Bell Pepper (Green),kg,138.2,137.15333333333334,137.15333333333334,,0.0,,
2025-12-28,Region I (Ilocos Region),Vegetables,Bell Pepper (Green),kg,139.91,137.8425,137.8425,,0.0,,
2025-12-29,Region I (Ilocos Region),Vegetables,Bell Pepper (Green),kg,136.93,137.66,137.66,,0.0,,
2025-12-30,Region I (Ilocos Region),Vegetables,Bell Pepper (Green),kg,139.34,137.94,137.94,,0.0,,
2025-12-31,Region I (Ilocos Region),Vegetables,Bell Pepper (Green),kg,128.4,136.57714285714286,136.57714285714286,4.605557202213117,0.0,,
2026-01-01,Region I (Ilocos Region),Vegetables,Bell Pepper (Green),kg,138.87,136.26714285714286,136.86375,4.340292740291666,-0.44,-1.54,
2026-01-02,Region I (Ilocos Region),Vegetables,Bell Pepper (Green),kg,145.64,138.18428571428572,137.83888888888887,5.004141895581203,0.25,10.15,
2026-01-03,Region I (Ilocos Region),Vegetables,Bell Pepper (Green),kg,141.82,138.70142857142858,138.237,4.883029683392146,0.34,2.62,
2026-01-04,Region I (Ilocos Region),Vegetables,Bell Pepper (Green),kg,135.76,138.10857142857142,138.01181818181817,4.692265589631122,0.07,-2.97,
2026-01-05,Region I (Ilocos Region),Vegetables,Bell Pepper (Green),kg,142.48,138.90142857142857,138.38416666666666,4.656124916969492,0.37,4.05,
2026-01-06,Region I (Ilocos Region),Vegetables,Bell Pepper (Green),kg,134.57,138.22,138.0907692307692,4.5816963043878145,0.09,-3.42,
2026-01-07,Region I (Ilocos Region),Vegetables,Bell Pepper (Green),kg,134.69,139.1185714285714,137.84785714285712,4.494804143198481,0.92,4.9,
2026-01-08,Region I (Ilocos Region),Vegetables,Bell Pepper (Green),kg,136.62,138.79714285714286,137.766,4.342888768681833,0.75,-1.62,
2026-01-09,Region I (Ilocos Region),Vegetables,Bell Pepper (Green),kg,142.13,138.29571428571427,138.03875,4.335156859907141,0.19,-2.41,
2026-01-10,Region I (Ilocos Region),Vegetables,Bell Pepper (Green),kg,144.52,138.68142857142857,138.42,4.482182782975269,0.19,1.9,
2026-01-11,Region I (Ilocos Region),Vegetables,Bell Pepper (Green),kg,137.44,138.92142857142855,138.36555555555555,4.354486830334373,0.4,1.24,
2026-01-12,Region I (Ilocos Region),Vegetables,Bell Pepper (Green),kg,136.23,138.02857142857144,138.25315789473683,4.260066578289821,-0.16,-4.39,
2026-01-13,Region I (Ilocos Region),Vegetables,Bell Pepper (Green),kg,136.58,138.31571428571428,138.1695,4.163288774641099,0.11,1.49,
2026-01-14,Region I (Ilocos Region),Vegetables,Bell Pepper (Green),kg,136.35,138.55285714285714,138.08285714285714,4.077250474102785,0.34,1.23,
2026-01-15,Region I (Ilocos Region),Vegetables,Bell Pepper (Green),kg,142.84,139.4414285714286,138.2990909090909,4.1062158562365685,0.83,4.55,
2026-01-16,Region I (Ilocos Region),Vegetables,Bell Pepper (Green),kg,146.61,140.08142857142857,138.6604347826087,4.370090989546665,1.02,3.15,
2026-01-17,Region I (Ilocos Region),Vegetables,Bell Pepper (Green),kg,146.89,140.42,139.00333333333333,4.5923051582692755,1.02,1.64,
2026-01-18,Region I (Ilocos Region),Vegetables,Bell Pepper (Green),kg,145.74,141.6057142857143,139.27280000000002,4.693171031758086,1.68,6.04,
2026-01-19,Region I (Ilocos Region),Vegetables,Bell Pepper (Green),kg,149.59,143.5142857142857,139.66961538461538,5.02382760911974,2.75,9.81,
2026-01-20,Region I (Ilocos Region),Vegetables,Bell Pepper (Green),kg,143.34,144.48,139.80555555555554,4.976652669703976,3.34,4.95,
2026-01-21,Region I (Ilocos Region),Vegetables,Bell Pepper (Green),kg,145.65,145.8085714285714,140.0142857142857,5.006963616413102,4.14,6.82,
2026-01-22,Region I (Ilocos Region),Vegetables,Bell Pepper (Green),kg,143.2,145.85999999999999,140.12413793103448,4.952201182476743,4.09,0.25,
2026-01-23,Region I (Ilocos Region),Vegetables,Bell Pepper (Green),kg,151.19,146.5142857142857,140.493,5.268814660911349,4.29,3.12,
2026-01-24,Region I (Ilocos Region),Vegetables,Bell Pepper (Green),kg,146.29,146.42857142857142,140.668,5.373751916042672,4.1,-0.41,3.72
2026-01-25,Region I (Ilocos Region),Vegetables,Bell Pepper (Green),kg,148.69,146.85,141.21699999999998,5.3219805426693885,3.99,2.02,12.46
2026-01-26,Region I (Ilocos Region),Vegetables,Bell Pepper (Green),kg,139.37,145.39000000000001,141.256,5.303363669115703,2.93,-6.83,0.85
2026-01-27,Region I (Ilocos Region),Vegetables,Bell Pepper (Green),kg,144.49,145.55428571428573,141.40866666666668,5.329139629940475,2.93,0.8,3.27
2026-01-28,Region I (Ilocos Region),Vegetables,Bell Pepper (Green),kg,140.67,144.84285714285713,141.53333333333333,5.264104425474351,2.34,-3.42,2.73
2026-01-29,Region I (Ilocos Region),Vegetables,Bell Pepper (Green),kg,150.91,145.9442857142857,141.91899999999998,5.515689440133456,2.84,5.38,8.3
2026-01-30,Region I (Ilocos Region),Vegetables,Bell Pepper (Green),kg,153.11,146.21857142857144,142.74266666666665,5.266630103175817,2.44,1.27,19.24
2026-01-31,Region I (Ilocos Region),Vegetables,Bell Pepper (Green),kg,148.47,146.53,143.06266666666667,5.314642060372886,2.42,1.49,6.91
2026-02-01,Region I (Ilocos Region),Vegetables,Bell Pepper (Green),kg,157.58,147.79999999999998,143.46066666666667,5.926199534232683,3.02,5.98,8.2
2026-02-02,Region I (Ilocos Region),Vegetables,Bell Pepper (Green),kg,146.0,148.74714285714285,143.6,5.935426661594921,3.58,4.76,2.95
2026-02-03,Region I (Ilocos Region),Vegetables,Bell Pepper (Green),kg,139.42,148.02285714285713,143.722,5.804901852507135,2.99,-3.51,2.7
2026-02-04,Region I (Ilocos Region),Vegetables,Bell Pepper (Green),kg,143.66,148.45000000000002,143.76133333333334,5.800191871578544,3.26,2.13,0.83
2026-02-05,Region I (Ilocos Region),Vegetables,Bell Pepper (Green),kg,145.02,147.60857142857142,144.10966666666667,5.536985662784796,2.43,-3.9,7.77
2026-02-06,Region I (Ilocos Region),Vegetables,Bell Pepper (Green),kg,153.28,147.63285714285715,144.72933333333333,5.486451609589486,2.01,0.11,13.8
2026-02-07,Region I (Ilocos Region),Vegetables,Bell Pepper (Green),kg,147.53,147.49857142857144,145.093,5.288400546935414,1.66,-0.63,7.99
2026-02-08,Region I (Ilocos Region),Vegetables,Bell Pepper (Green),kg,149.21,146.30285714285714,145.329,5.3095479059441955,0.67,-5.31,4.98
2026-02-09,Region I (Ilocos Region),Vegetables,Bell Pepper (Green),kg,150.65,146.96714285714285,145.53333333333333,5.394613107045931,0.99,3.18,4.24
2026-02-10,Region I (Ilocos Region),Vegetables,Bell Pepper (Green),kg,148.77,148.30285714285716,145.911,5.2016200062724876,1.64,6.71,8.24
2026-02-11,Region I (Ilocos Region),Vegetables,Bell Pepper (Green),kg,148.99,149.06428571428572,146.33633333333333,4.895388035997496,1.86,3.71,9.37
2026-02-12,Region I (Ilocos Region),Vegetables,Bell Pepper (Green),kg,152.0,150.0614285714286,146.8503333333333,4.6384639872395645,2.19,4.81,11.29
2026-02-13,Region I (Ilocos Region),Vegetables,Bell Pepper (Green),kg,152.42,149.9385714285714,147.386,4.299563410073177,1.73,-0.56,11.79
2026-02-14,Region I (Ilocos Region),Vegetables,Bell Pepper (Green),kg,148.22,150.03714285714287,147.56533333333334,4.2147759242874,1.68,0.47,3.77
2026-02-15,Region I (Ilocos Region),Vegetables,Bell Pepper (Green),kg,151.99,150.43428571428572,147.74466666666666,4.286570635845233,1.82,1.86,3.67
2026-02-16,Region I (Ilocos Region),Vegetables,Bell Pepper (Green),kg,153.48,150.8385714285714,147.96433333333334,4.408385178844523,1.94,1.88,4.49
2026-02-17,Region I (Ilocos Region),Vegetables,Bell Pepper (Green),kg,149.84,150.99142857142857,148.10100000000003,4.400595845235279,1.95,0.72,2.81
2026-02-18,Region I (Ilocos Region),Vegetables,Bell Pepper (Green),kg,152.84,151.54142857142855,148.20933333333332,4.477841947383321,2.25,2.58,2.17
2026-02-19,Region I (Ilocos Region),Vegetables,Bell Pepper (Green),kg,151.29,151.44,148.4743333333333,4.414530617711367,2.0,-0.47,5.55
2026-02-20,Region I (Ilocos Region),Vegetables,Bell Pepper (Green),kg,160.19,152.54999999999998,148.959,4.868573642284069,2.41,5.1,9.98
2026-02-21,Region I (Ilocos Region),Vegetables,Bell Pepper (Green),kg,146.53,152.30857142857144,149.07,4.769701790721523,2.17,-1.14,2.33
2026-02-22,Region I (Ilocos Region),Vegetables,Bell Pepper (Green),kg,156.39,152.93714285714285,149.24333333333334,4.9408161641387105,2.48,2.89,3.44
2025-12-25,Region I (Ilocos Region),Vegetables,Cabbage,kg,78.51,78.51,78.51,,0.0,,
2025-12-26,Region I (Ilocos Region),Vegetables,Cabbage,kg,80.34,79.42500000000001,79.42500000000001,,0.0,,
2025-12-27,Region I (Ilocos Region),Vegetables,Cabbage,kg,80.17,79.67333333333333,79.67333333333333,,0.0,,
2025-12-28,Region I (Ilocos Region),Vegetables,Cabbage,kg,78.02,79.26,79.26,,0.0,,
2025-12-29,Region I (Ilocos Region),Vegetables,Cabbage,kg,75.46,78.5,78.5,,0.0,,
2025-12-30,Region I (Ilocos Region),Vegetables,Cabbage,kg,82.57,79.17833333333333,79.17833333333333,,0.0,,
2025-12-31,Region I (Ilocos Region),Vegetables,Cabbage,kg,76.04,78.73,78.73,2.513059224663569,0.0,,
2026-01-01,Region I (Ilocos Region),Vegetables,Cabbage,kg,83.61,79.45857142857143,79.34,2.8965595355278215,0.15,6.5,
2026-01-02,Region I (Ilocos Region),Vegetables,Cabbage,kg,76.33,78.88571428571427,79.00555555555555,2.8892867247432847,-0.15,-4.99,
2026-01-03,Region I (Ilocos Region),Vegetables,Cabbage,kg,80.72,78.96428571428571,79.17699999999999,2.777473072176699,-0.27,0.69,
2026-01-04,Region I (Ilocos Region),Vegetables,Cabbage,kg,78.65,79.05428571428571,79.1290909090909,2.6397289805790844,-0.09,0.81,
2026-01-05,Region I (Ilocos Region),Vegetables,Cabbage,kg,74.33,78.89285714285714,78.72916666666667,2.8729726712408814,0.21,-1.5,
2026-01-06,Region I (Ilocos Region),Vegetables,Cabbage,kg,74.36,77.72,78.39307692307692,3.0057566563052087,-0.86,-9.94,
2026-01-07,Region I (Ilocos Region),Vegetables,Cabbage,kg,75.54,77.64857142857143,78.18928571428572,2.986810658894852,-0.69,-0.66,
2026-01-08,Region I (Ilocos Region),Vegetables,Cabbage,kg,74.61,76.36285714285714,77.95066666666666,3.022897065178809,-2.04,-10.76,
2026-01-09,Region I (Ilocos Region),Vegetables,Cabbage,kg,77.06,76.46714285714286,77.895,2.928872365490399,-1.83,0.96,
2026-01-10,Region I (Ilocos Region),Vegetables,Cabbage,kg,72.14,75.24142857142859,77.5564705882353,3.1607573087324927,-2.98,-10.63,
2026-01-11,Region I (Ilocos Region),Vegetables,Cabbage,kg,78.41,75.20714285714287,77.60388888888889,3.07297736231184,-3.09,-0.31,
2026-01-12,Region I (Ilocos Region),Vegetables,Cabbage,kg,78.07,75.74142857142859,77.62842105263158,2.988311048732477,-2.43,5.03,
2026-01-13,Region I (Ilocos Region),Vegetables,Cabbage,kg,75.17,75.85714285714286,77.5055,2.9601004161487823,-2.13,1.09,
2026-01-14,Region I (Ilocos Region),Vegetables,Cabbage,kg,79.59,76.4357142857143,77.6047619047619,2.9207869128842967,-1.51,5.36,
2026-01-15,Region I (Ilocos Region),Vegetables,Cabbage,kg,76.86,76.75714285714285,77.57090909090908,2.8548153290135163,-1.05,3.02,
2026-01-16,Region I (Ilocos Region),Vegetables,Cabbage,kg,79.01,77.03571428571429,77.63347826086957,2.8052736192841112,-0.77,2.53,
2026-01-17,Region I (Ilocos Region),Vegetables,Cabbage,kg,79.34,78.06428571428572,77.70458333333333,2.7656369329555055,0.46,9.98,
2026-01-18,Region I (Ilocos Region),Vegetables,Cabbage,kg,68.78,76.68857142857144,77.3476,3.242834768120835,-0.85,-12.28,
2026-01-19,Region I (Ilocos Region),Vegetables,Cabbage,kg,74.77,76.21714285714286,77.24846153846154,3.2172779703441092,-1.34,-4.23,
2026-01-20,Region I (Ilocos Region),Vegetables,Cabbage,kg,69.41,75.39428571428572,76.95814814814814,3.49690966540132,-2.03,-7.66,
2026-01-21,Region I (Ilocos Region),Vegetables,Cabbage,kg,70.0,74.02428571428572,76.70964285714285,3.6748620353471684,-3.5,-12.05,
2026-01-22,Region I (Ilocos Region),Vegetables,Cabbage,kg,71.46,73.25285714285714,76.52862068965517,3.737994806365272,-4.28,-7.03,
2026-01-23,Region I (Ilocos Region),Vegetables,Cabbage,kg,74.16,72.56,76.44966666666666,3.698351434535837,-5.09,-6.14,
2026-01-24,Region I (Ilocos Region),Vegetables,Cabbage,kg,76.56,72.16285714285713,76.38466666666666,3.677971454890379,-5.53,-3.5,-2.48
2026-01-25,Region I (Ilocos Region),Vegetables,Cabbage,kg,74.99,73.05,76.20633333333333,3.6086251879526605,-4.14,9.03,-6.66
2026-01-26,Region I (Ilocos Region),Vegetables,Cabbage,kg,72.35,72.70428571428572,75.94566666666667,3.5948494605029144,-4.27,-3.24,-9.75
2026-01-27,Region I (Ilocos Region),Vegetables,Cabbage,kg,73.04,73.22285714285714,75.77966666666666,3.6107058086725288,-3.37,5.23,-6.38
2026-01-28,Region I (Ilocos Region),Vegetables,Cabbage,kg,73.29,73.69285714285715,75.70733333333332,3.6389558310358496,-2.66,4.7,-2.88
2026-01-29,Region I (Ilocos Region),Vegetables,Cabbage,kg,73.53,73.98857142857143,75.40599999999999,3.418703726913714,-1.88,2.9,-10.95
2026-01-30,Region I (Ilocos Region),Vegetables,Cabbage,kg,69.41,73.30999999999999,75.18499999999999,3.5864849278828643,-2.49,-6.41,-8.72
2026-01-31,Region I (Ilocos Region),Vegetables,Cabbage,kg,71.86,72.63857142857142,74.79333333333334,3.2615643944050055,-2.88,-6.14,-14.05
2026-02-01,Region I (Ilocos Region),Vegetables,Cabbage,kg,72.63,72.30142857142857,74.67,3.2713943036043642,-3.17,-3.15,-4.85
2026-02-02,Region I (Ilocos Region),Vegetables,Cabbage,kg,72.74,72.35714285714286,74.404,3.0814143640150906,-2.75,0.54,-9.89
2026-02-03,Region I (Ilocos Region),Vegetables,Cabbage,kg,66.77,71.46142857142857,74.008,3.274263697172325,-3.44,-8.58,-15.1
2026-02-04,Region I (Ilocos Region),Vegetables,Cabbage,kg,70.02,70.99428571428571,73.86433333333333,3.3532513129522488,-3.89,-4.46,-5.8
2026-02-05,Region I (Ilocos Region),Vegetables,Cabbage,kg,67.36,70.11285714285714,73.631,3.555044352019742,-4.78,-8.39,-9.41
2026-02-06,Region I (Ilocos Region),Vegetables,Cabbage,kg,74.58,70.85142857142857,73.59899999999999,3.541563408907177,-3.73,7.45,-1.27
2026-02-07,Region I (Ilocos Region),Vegetables,Cabbage,kg,72.82,70.98857142857142,73.53933333333333,3.5390208399707124,-3.47,1.34,-2.4
2026-02-08,Region I (Ilocos Region),Vegetables,Cabbage,kg,67.98,70.32428571428571,73.23666666666666,3.614998767904893,-3.98,-6.4,-11.78
2026-02-09,Region I (Ilocos Region),Vegetables,Cabbage,kg,66.39,69.41714285714285,73.045,3.8216729952677118,-4.97,-8.73,-7.97
2026-02-10,Region I (Ilocos Region),Vegetables,Cabbage,kg,69.48,69.80428571428571,72.74733333333333,3.736207678394204,-4.05,4.06,-11.39
2026-02-11,Region I (Ilocos Region),Vegetables,Cabbage,kg,71.94,70.07857142857144,72.54299999999999,3.6002233168283233,-3.4,2.74,-7.85
2026-02-12,Region I (Ilocos Region),Vegetables,Cabbage,kg,67.09,70.04,72.27366666666667,3.6978301963339786,-3.09,-0.4,-10.75
2026-02-13,Region I (Ilocos Region),Vegetables,Cabbage,kg,72.62,69.76,72.04133333333334,3.4316797267703003,-3.17,-2.63,-8.76
2026-02-14,Region I (Ilocos Region),Vegetables,Cabbage,kg,69.57,69.29571428571428,71.79833333333333,3.3354564215755738,-3.49,-4.46,-9.48
2026-02-15,Region I (Ilocos Region),Vegetables,Cabbage,kg,71.76,69.83571428571429,71.55666666666666,3.044917000548573,-2.41,5.56,-9.18
2026-02-16,Region I (Ilocos Region),Vegetables,Cabbage,kg,69.85,70.33000000000001,71.24033333333334,2.6794524444928443,-1.28,5.21,-11.96
2026-02-17,Region I (Ilocos Region),Vegetables,Cabbage,kg,67.54,70.05285714285715,71.199,2.7278415744269755,-1.61,-2.79,-1.8
2026-02-18,Region I (Ilocos Region),Vegetables,Cabbage,kg,62.91,68.76285714285714,70.80366666666667,3.0346237434594174,-2.88,-12.55,-15.86
2026-02-19,Region I (Ilocos Region),Vegetables,Cabbage,kg,69.94,69.17,70.82133333333333,3.0277654595692765,-2.33,4.25,0.76
2026-02-20,Region I (Ilocos Region),Vegetables,Cabbage,kg,70.56,68.87571428571428,70.84,3.024251403525172,-2.77,-2.84,0.8
2026-02-21,Region I (Ilocos Region),Vegetables,Cabbage,kg,70.45,69.00142857142858,70.80633333333334,3.022732816204693,-2.55,1.26,-1.41
2026-02-22,Region I (Ilocos Region),Vegetables,Cabbage,kg,68.88,68.59,70.63033333333334,2.974053872541897,-2.89,-4.01,-7.12
2025-12-25,Region I (Ilocos Region),Meat,Chicken (Dressed),kg,213.14,213.14,213.14,,0.0,,
2025-12-26,Region I (Ilocos Region),Meat,Chicken (Dressed),kg,220.78,216.95999999999998,216.95999999999998,,0.0,,
2025-12-27,Region I (Ilocos Region),Meat,Chicken (Dressed),kg,218.43,217.45000000000002,217.45000000000002,,0.0,,
2025-12-28,Region I (Ilocos Region),Meat,Chicken (Dressed),kg,208.24,215.1475,215.1475,,0.0,,
2025-12-29,Region I (Ilocos Region),Meat,Chicken (Dressed),kg,194.29,210.97600000000003,210.97600000000003,,0.0,,
2025-12-30,Region I (Ilocos Region),Meat,Chicken (Dressed),kg,209.27,210.6916666666667,210.6916666666667,,0.0,,
2025-12-31,Region I (Ilocos Region),Meat,Chicken (Dressed),kg,202.34,209.49857142857144,209.49857142857144,9.169542752270369,0.0,,
2026-01-01,Region I (Ilocos Region),Meat,Chicken (Dressed),kg,207.54,208.6985714285714,209.25375,8.517541458660462,-0.27,-2.63,
2026-01-02,Region I (Ilocos Region),Meat,Chicken (Dressed),kg,208.88,206.99857142857144,209.21222222222224,7.968404447845519,-1.06,-5.39,
2026-01-03,Region I (Ilocos Region),Meat,Chicken (Dressed),kg,201.89,204.6357142857143,208.48000000000002,7.8614191537604015,-1.84,-7.57,
2026-01-04,Region I (Ilocos Region),Meat,Chicken (Dressed),kg,210.06,204.8957142857143,208.62363636363636,7.473196468349087,-1.79,0.87,
2026-01-05,Region I (Ilocos Region),Meat,Chicken (Dressed),kg,205.16,206.44857142857146,208.335,7.195223794611623,-0.91,5.59,
2026-01-06,Region I (Ilocos Region),Meat,Chicken (Dressed),kg,198.4,204.8957142857143,207.57076923076923,7.419542283207737,-1.29,-5.19,
2026-01-07,Region I (Ilocos Region),Meat,Chicken (Dressed),kg,204.47,205.20000000000002,207.3492857142857,7.176474883829912,-1.04,1.05,
2026-01-08,Region I (Ilocos Region),Meat,Chicken (Dressed),kg,195.75,203.5157142857143,206.576,7.536090119267023,-1.48,-5.68,
2026-01-09,Region I (Ilocos Region),Meat,Chicken (Dressed),kg,205.6,203.04714285714286,206.515,7.284642292750764,-1.68,-1.57,
2026-01-10,Region I (Ilocos Region),Meat,Chicken (Dressed),kg,207.88,203.90285714285713,206.59529411764706,7.061089786328171,-1.3,2.97,
2026-01-11,Region I (Ilocos Region),Meat,Chicken (Dressed),kg,194.14,201.62857142857143,205.9033333333333,7.4528304927014775,-2.08,-7.58,
2026-01-12,Region I (Ilocos Region),Meat,Chicken (Dressed),kg,200.67,200.98714285714283,205.6278947368421,7.3416843200297395,-2.26,-2.19,
2026-01-13,Region I (Ilocos Region),Meat,Chicken (Dressed),kg,202.99,201.64285714285714,205.496,7.170173894977047,-1.88,2.31,
2026-01-14,Region I (Ilocos Region),Meat,Chicken (Dressed),kg,196.88,200.55857142857144,205.0857142857143,7.237115842259642,-2.21,-3.71,
2026-01-15,Region I (Ilocos Region),Meat,Chicken (Dressed),kg,201.47,201.37571428571428,204.92136363636362,7.104646565020149,-1.73,2.92,
2026-01-16,Region I (Ilocos Region),Meat,Chicken (Dressed),kg,208.12,201.73571428571427,205.06043478260872,6.9732687511022124,-1.62,1.23,
2026-01-17,Region I (Ilocos Region),Meat,Chicken (Dressed),kg,202.56,200.9757142857143,204.95624999999998,6.839063508545073,-1.94,-2.56,
2026-01-18,Region I (Ilocos Region),Meat,Chicken (Dressed),kg,200.47,201.87999999999997,204.7768,6.754922723466184,-1.41,3.26,
2026-01-19,Region I (Ilocos Region),Meat,Chicken (Dressed),kg,190.91,200.48571428571427,204.24346153846153,7.15538395464991,-1.84,-4.86,
2026-01-20,Region I (Ilocos Region),Meat,Chicken (Dressed),kg,195.57,199.42571428571426,203.92222222222222,7.212250973348333,-2.21,-3.66,
2026-01-21,Region I (Ilocos Region),Meat,Chicken (Dressed),kg,193.98,199.01142857142855,203.56714285714287,7.322588520837597,-2.24,-1.47,
2026-01-22,Region I (Ilocos Region),Meat,Chicken (Dressed),kg,202.12,199.1042857142857,203.51724137931035,7.195658858224228,-2.17,0.32,
2026-01-23,Region I (Ilocos Region),Meat,Chicken (Dressed),kg,205.42,198.71857142857144,203.58066666666667,7.079036527728858,-2.39,-1.3,
2026-01-24,Region I (Ilocos Region),Meat,Chicken (Dressed),kg,207.27,199.39142857142855,203.38499999999996,6.884144075712849,-1.96,2.33,-2.75
2026-01-25,Region I (Ilocos Region),Meat,Chicken (Dressed),kg,196.44,198.81571428571428,202.57366666666667,6.15951995629156,-1.86,-2.01,-11.02
2026-01-26,Region I (Ilocos Region),Meat,Chicken (Dressed),kg,181.91,197.53,201.3563333333333,6.516180647425692,-1.9,-4.71,-16.72
2026-01-27,Region I (Ilocos Region),Meat,Chicken (Dressed),kg,197.62,197.82285714285715,201.00233333333333,6.417039645825169,-1.58,1.05,-5.1
2026-01-28,Region I (Ilocos Region),Meat,Chicken (Dressed),kg,196.09,198.12428571428572,201.06233333333333,6.36027850362531,-1.46,1.09,0.93
2026-01-29,Region I (Ilocos Region),Meat,Chicken (Dressed),kg,192.27,196.71714285714285,200.49566666666666,6.361107951278313,-1.88,-4.87,-8.12
2026-01-30,Region I (Ilocos Region),Meat,Chicken (Dressed),kg,202.65,196.32142857142858,200.506,6.3644582075666225,-2.09,-1.35,0.15
2026-01-31,Region I (Ilocos Region),Meat,Chicken (Dressed),kg,190.46,193.92000000000002,199.93666666666667,6.476494013943329,-3.01,-8.11,-8.23
2026-02-01,Region I (Ilocos Region),Meat,Chicken (Dressed),kg,203.41,194.9157142857143,199.75433333333334,6.290353141412513,-2.42,3.55,-2.62
2026-02-02,Region I (Ilocos Region),Meat,Chicken (Dressed),kg,190.8,196.18571428571428,199.38466666666667,6.48341956034024,-1.6,4.89,-5.49
